# BUSCO version is: 3.0.2 
# The lineage dataset is: actinopterygii_odb9 (Creation date: 2016-02-13, number of species: 20, number of BUSCOs: 4584)
# To reproduce this run: python /work/jpacheco/busco/scripts/run_BUSCO.py -i /work/jpacheco/pacheco_finalpractical/data/Hybrid_assembly.fasta -o busco_analysis_raw -l /work/jpacheco/pacheco_finalpractical/actinopterygii_odb9/ -m genome -c 20 -sp zebrafish
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG090C037W	Complete	scaffold2889	280001	333928	1219.6	577
EOG090C037Z	Complete	scaffold4317	272795	283135	723.0	344
EOG090C0386	Complete	scaffold3486	48184	70493	1290.4	618
EOG090C0388	Complete	scaffold3040	797929	806922	1372.2	652
EOG090C038G	Complete	scaffold3207	28563	46910	946.2	484
EOG090C038H	Complete	scaffold3074	293648	314039	1134.2	581
EOG090C038L	Complete	scaffold1175	899783	904955	1042.9	539
EOG090C038M	Complete	scaffold3937	18887	28594	1394.4	656
EOG090C038O	Complete	scaffold2425	156079	173693	1321.4	629
EOG090C038V	Complete	scaffold1944	112558	125032	1222.5	652
EOG090C038W	Complete	scaffold4411	13687	19492	1291.6	621
EOG090C038Z	Complete	scaffold4442	3769	30967	1122.4	593
EOG090C0397	Complete	scaffold4017	170018	182509	1252.5	641
EOG090C0399	Complete	scaffold3693	1	22678	1364.4	657
EOG090C039G	Complete	scaffold5992	35588	61065	1277.0	659
EOG090C039N	Complete	scaffold1889	1705390	1711226	1013.9	615
EOG090C039P	Complete	scaffold4220	36789	50524	1312.3	640
EOG090C039Q	Complete	scaffold3014	343840	383760	1159.3	596
EOG090C039S	Complete	scaffold2518	118350	137830	1478.6	849
EOG090C039U	Complete	scaffold2899	886369	897802	1135.0	583
EOG090C039X	Complete	scaffold2104	97533	107817	1222.4	679
EOG090C03A0	Complete	scaffold3277	303601	311072	1120.7	625
EOG090C03A3	Complete	scaffold4286	24199	30249	1533.1	729
EOG090C03A6	Complete	scaffold1904	415774	427959	1048.4	657
EOG090C03A7	Complete	scaffold3800	948	11637	1324.8	628
EOG090C03A8	Complete	scaffold0192	174816	183399	1133.7	590
EOG090C03AH	Complete	scaffold3527	150689	164234	1257.1	602
EOG090C03AI	Complete	scaffold3259	373223	386443	1287.7	593
EOG090C03AM	Complete	scaffold6200	662888	680733	1285.4	668
EOG090C03AN	Complete	scaffold2921	551037	567826	1490.4	661
EOG090C03AS	Complete	scaffold4591	51909	55599	774.0	403
EOG090C03AV	Complete	scaffold6332	123657	129449	533.4	440
EOG090C03AZ	Complete	scaffold3442	56014	67361	1310.4	653
EOG090C03B2	Complete	scaffold3143	552125	562777	1237.9	695
EOG090C03B7	Complete	scaffold1448	233622	245782	1167.5	565
EOG090C03BC	Complete	scaffold2205	393489	405670	1055.6	537
EOG090C03BJ	Complete	scaffold3035	129722	226631	1364.7	798
EOG090C03BO	Complete	scaffold6116	375937	388353	1386.1	615
EOG090C03BP	Complete	scaffold4190	34078	72755	1028.5	566
EOG090C03BQ	Complete	scaffold3608	288	30673	869.4	582
EOG090C03BS	Complete	scaffold1889	1727815	1773006	1246.0	573
EOG090C03BX	Complete	scaffold2096	145585	172719	950.6	548
EOG090C03CE	Complete	scaffold2800	173831	200442	1351.2	672
EOG090C03CI	Complete	scaffold3371	289591	297350	959.5	581
EOG090C03CR	Complete	scaffold1977	699001	718173	1296.3	607
EOG090C03CT	Complete	scaffold2144	166706	186356	1263.1	596
EOG090C03CU	Complete	scaffold4499	50386	54672	1076.6	479
EOG090C03DA	Complete	scaffold2948	75604	83106	1264.7	568
EOG090C03DB	Complete	scaffold3495	86795	100357	1293.3	611
EOG090C03DJ	Complete	scaffold3426	112319	119563	1415.5	768
EOG090C03DK	Complete	scaffold6198	86937	128403	1321.1	629
EOG090C03DN	Complete	scaffold4817	16485	32398	1266.7	602
EOG090C03DU	Complete	scaffold3306	329472	335979	1162.1	599
EOG090C03DV	Complete	scaffold2782	106355	111955	1091.4	562
EOG090C03EB	Complete	scaffold2390	782971	795311	1376.5	708
EOG090C03EC	Complete	scaffold6358	19988	85539	1065.3	554
EOG090C03ED	Complete	scaffold2504	86093	94890	1078.4	618
EOG090C03EH	Complete	scaffold3138	245458	254402	1324.0	599
EOG090C03EI	Complete	scaffold2816	674301	681121	1057.8	564
EOG090C03EO	Complete	scaffold3219	234223	241226	1043.3	584
EOG090C03ER	Complete	scaffold2165	73995	88162	1235.1	650
EOG090C03EU	Duplicated	scaffold3256	149591	162357	779.9	568
EOG090C03EU	Duplicated	scaffold3551	137626	156758	798.1	568
EOG090C03EU	Duplicated	scaffold5759	27	19342	856.4	466
EOG090C03F1	Complete	scaffold3817	92649	118615	1151.7	582
EOG090C03F4	Complete	scaffold3253	30579	37237	947.0	437
EOG090C03FA	Complete	scaffold2092	760381	782596	1161.4	627
EOG090C03FC	Complete	scaffold3130	702152	710203	1345.4	631
EOG090C03FD	Complete	scaffold4085	86491	99394	1131.4	581
EOG090C03FE	Complete	scaffold3003	594039	618066	576.1	353
EOG090C03FG	Complete	scaffold2921	586269	589770	1201.2	606
EOG090C03FH	Complete	scaffold3298	78998	91092	1380.9	711
EOG090C03FJ	Complete	scaffold6354	555409	565927	819.7	479
EOG090C03FN	Complete	scaffold2182	839921	897284	1460.3	902
EOG090C03FP	Complete	scaffold2805	690511	701181	1366.6	633
EOG090C03FS	Complete	scaffold2433	4972	22334	810.4	480
EOG090C03FY	Complete	scaffold3171	107049	121338	1710.7	823
EOG090C03FZ	Complete	scaffold3748	84225	144452	1265.4	643
EOG090C03G6	Complete	scaffold2447	134957	140005	1130.7	638
EOG090C03GB	Complete	scaffold5748	48462	70184	1240.3	705
EOG090C03GF	Complete	scaffold4286	78120	103373	1264.4	625
EOG090C03GY	Complete	scaffold2854	97661	128345	1012.3	540
EOG090C03H1	Complete	scaffold6268	110349	152122	1370.2	670
EOG090C03H2	Complete	scaffold5082	46589	58435	1209.6	632
EOG090C03H4	Complete	scaffold5977	144741	152530	1647.5	854
EOG090C03H5	Complete	scaffold5953	615427	621419	853.6	566
EOG090C03H9	Complete	scaffold6344	122220	160523	1085.6	567
EOG090C03HA	Complete	scaffold3763	56217	79871	1174.7	553
EOG090C03HC	Complete	scaffold0183	555778	568488	1164.8	636
EOG090C03HG	Complete	scaffold3012	487349	503058	844.2	545
EOG090C03HK	Complete	scaffold6191	280172	282274	1265.3	596
EOG090C03HL	Complete	scaffold2854	76500	83805	1112.0	518
EOG090C03HM	Complete	scaffold2043	62403	68460	1131.9	592
EOG090C03HV	Complete	scaffold5966	412153	418188	1279.5	697
EOG090C03HW	Complete	scaffold6352	84309	89317	340.0	308
EOG090C03HY	Complete	scaffold4019	16474	33474	1829.4	1190
EOG090C03I4	Complete	scaffold3383	45395	51560	1166.0	574
EOG090C03I9	Missing
EOG090C03IA	Complete	scaffold0761	40969	47280	1102.5	572
EOG090C03IB	Complete	scaffold3653	150561	167734	1008.5	576
EOG090C03IC	Complete	scaffold3198	244183	257791	1246.5	597
EOG090C03ID	Complete	scaffold4363	1449	28171	1317.7	695
EOG090C03IF	Complete	scaffold4338	176759	184744	1343.0	636
EOG090C03IO	Complete	scaffold2127	219690	244236	1249.5	620
EOG090C03IP	Complete	scaffold2856	49377	55503	861.5	474
EOG090C03IV	Complete	scaffold3826	52461	73277	1491.8	1096
EOG090C03J3	Complete	scaffold5967	323283	344273	1384.6	750
EOG090C03J7	Complete	scaffold2919	532579	538366	1139.8	554
EOG090C03JK	Complete	scaffold2955	62422	78179	796.8	489
EOG090C03JN	Complete	scaffold4059	98612	105820	863.9	635
EOG090C03JO	Complete	scaffold3898	144838	162570	1229.9	567
EOG090C03JW	Complete	scaffold6004	44380	56861	1464.5	712
EOG090C03JX	Complete	scaffold4300	70361	84169	1555.5	843
EOG090C03K4	Complete	scaffold1996	666435	677291	1215.8	533
EOG090C03KD	Complete	scaffold2908	683836	756252	898.4	588
EOG090C03KR	Complete	scaffold4322	36131	70316	1006.4	897
EOG090C03L0	Complete	scaffold1902	630704	634504	1299.8	692
EOG090C03L5	Complete	scaffold2974	40136	47235	1198.7	612
EOG090C03LC	Duplicated	scaffold2375	808681	813474	943.7	525
EOG090C03LC	Duplicated	scaffold5967	18613	31432	1020.8	533
EOG090C03LG	Complete	scaffold3854	43501	66784	904.1	472
EOG090C03LH	Complete	scaffold3680	104446	121064	1219.8	754
EOG090C03LR	Complete	scaffold6119	62495	103654	1183.4	567
EOG090C03LS	Complete	scaffold3410	328507	369380	1193.0	640
EOG090C03LW	Complete	scaffold3646	127636	144312	622.1	423
EOG090C03LX	Complete	scaffold3248	38680	54584	1138.9	615
EOG090C03LY	Complete	scaffold2262	349690	361242	1360.0	610
EOG090C03M2	Complete	scaffold4374	27144	31292	883.4	526
EOG090C03M5	Complete	scaffold2975	449194	453419	1038.7	560
EOG090C03MA	Complete	scaffold3985	131498	137417	1412.1	832
EOG090C03MB	Complete	scaffold1941	704596	712130	1176.1	658
EOG090C03MF	Complete	scaffold6004	84116	95754	1338.8	909
EOG090C03MH	Complete	scaffold3288	303873	311722	824.2	601
EOG090C03MK	Complete	scaffold6345	374068	410380	1218.7	606
EOG090C03ML	Complete	scaffold3570	75565	81873	1351.3	935
EOG090C03MP	Complete	scaffold6290	189506	196983	1174.8	560
EOG090C03MQ	Complete	scaffold6353	2764981	2776626	1051.5	559
EOG090C03MR	Complete	scaffold3894	54149	75635	1116.0	566
EOG090C03MS	Complete	scaffold4256	168579	208278	1285.3	606
EOG090C03MY	Complete	scaffold5947	84551	89445	1202.9	594
EOG090C03MZ	Complete	scaffold3045	65734	75715	1395.8	758
EOG090C03N0	Complete	scaffold2014	337974	347214	1088.4	597
EOG090C03N3	Missing
EOG090C03NA	Complete	scaffold2256	422900	441095	1208.4	565
EOG090C03NB	Complete	scaffold3298	132402	193788	1401.9	763
EOG090C03NR	Complete	scaffold3137	326950	425670	1005.5	500
EOG090C03NS	Complete	scaffold2349	21320	25881	898.4	496
EOG090C03NT	Complete	scaffold0074	260306	277936	369.7	191
EOG090C03NV	Complete	scaffold3710	37385	46632	1347.4	814
EOG090C03NX	Complete	scaffold3513	57283	89889	1406.0	676
EOG090C03NZ	Complete	scaffold3693	26865	41549	847.8	440
EOG090C03O0	Complete	scaffold5992	147455	176936	1032.7	563
EOG090C03O3	Complete	scaffold2784	859947	883208	1263.7	631
EOG090C03O5	Complete	scaffold2417	451058	456963	1084.8	570
EOG090C03O6	Complete	scaffold6367	272176	280431	952.5	552
EOG090C03O8	Complete	scaffold3356	339348	352963	1252.2	612
EOG090C03O9	Complete	scaffold6354	911864	944705	1318.0	643
EOG090C03OC	Complete	scaffold2383	975386	977284	893.1	417
EOG090C03OF	Complete	scaffold1956	467814	470142	534.9	314
EOG090C03OG	Complete	scaffold3469	122944	132800	1164.3	573
EOG090C03OI	Complete	scaffold6115	203481	210345	1427.5	682
EOG090C03OK	Complete	scaffold6120	446050	475226	1030.5	549
EOG090C03ON	Complete	scaffold1808	5199	19633	1199.3	582
EOG090C03OP	Complete	scaffold3019	254834	264673	1105.5	503
EOG090C03OT	Complete	scaffold2114	230001	238952	1080.3	579
EOG090C03OU	Complete	scaffold3013	302407	331993	1334.7	754
EOG090C03P0	Complete	scaffold5798	79590	89185	1161.6	603
EOG090C03P1	Complete	scaffold1889	1620076	1638636	560.8	271
EOG090C03P2	Complete	scaffold6273	22094	40743	1027.2	568
EOG090C03P6	Complete	scaffold6267	638636	669513	1061.3	559
EOG090C03P8	Complete	scaffold6234	241109	276978	1031.8	574
EOG090C03PA	Complete	scaffold2884	463125	490402	1046.8	634
EOG090C03PE	Complete	scaffold1974	253445	296622	1223.4	638
EOG090C03PM	Complete	scaffold2160	215036	231233	1097.0	565
EOG090C03PO	Complete	scaffold2021	50640	56767	1247.1	584
EOG090C03PP	Complete	scaffold2954	42681	65560	1223.6	574
EOG090C03PU	Complete	scaffold3221	8545	30742	1150.3	682
EOG090C03PW	Missing
EOG090C03PX	Missing
EOG090C03PY	Complete	scaffold2171	98278	107251	1016.8	588
EOG090C03Q0	Complete	scaffold1959	250348	276788	1363.4	657
EOG090C03Q4	Complete	scaffold6311	1052496	1068152	1739.3	1341
EOG090C03QD	Complete	scaffold2002	131243	141158	1170.4	546
EOG090C03QE	Complete	scaffold2213	340619	346857	819.2	498
EOG090C03QJ	Missing
EOG090C03QN	Complete	scaffold3577	199454	206477	718.0	484
EOG090C03QP	Complete	scaffold6234	463408	494467	1313.4	640
EOG090C03QR	Complete	scaffold3300	237737	248579	1042.9	559
EOG090C03QT	Complete	scaffold6194	292471	317328	1234.2	596
EOG090C03QV	Complete	scaffold5692	406769	421655	909.4	478
EOG090C03QX	Complete	scaffold2908	368913	405358	1419.8	617
EOG090C03QZ	Complete	scaffold3092	112642	118038	984.1	498
EOG090C03R0	Complete	scaffold6322	480167	483109	807.5	374
EOG090C03R4	Complete	scaffold2882	702293	727273	1145.2	597
EOG090C03R9	Complete	scaffold6367	295303	361131	806.7	790
EOG090C03RC	Complete	scaffold4423	33303	61719	1261.1	892
EOG090C03RD	Complete	scaffold1927	503930	531360	1607.4	876
EOG090C03RG	Complete	scaffold4255	25905	38205	1111.4	520
EOG090C03RI	Complete	scaffold5677	107815	126332	1271.5	707
EOG090C03RL	Complete	scaffold2191	27431	38552	392.2	254
EOG090C03RN	Complete	scaffold3074	154228	162502	1275.8	560
EOG090C03RR	Complete	scaffold5703	12538	31732	1257.5	625
EOG090C03RZ	Complete	scaffold4328	191804	215556	906.8	458
EOG090C03S1	Complete	scaffold2006	298342	316803	955.6	607
EOG090C03S3	Complete	scaffold3297	173287	180442	1348.1	640
EOG090C03S5	Complete	scaffold4511	251629	256249	844.0	503
EOG090C03SB	Complete	scaffold4140	22901	51441	1088.3	597
EOG090C03SD	Complete	scaffold3257	631345	639767	1252.4	609
EOG090C03SE	Complete	scaffold2424	80966	89149	1161.4	534
EOG090C03SI	Complete	scaffold2459	59778	83846	1291.6	628
EOG090C03SJ	Complete	scaffold2215	2162	35933	876.5	487
EOG090C03SL	Complete	scaffold6297	26439	40448	1158.7	538
EOG090C03SO	Complete	scaffold3036	175589	191056	866.3	650
EOG090C03SR	Complete	scaffold2337	10921	26666	1188.8	568
EOG090C03SU	Complete	scaffold4777	34155	64090	1178.4	561
EOG090C03SY	Complete	scaffold3022	115624	153522	1014.0	817
EOG090C03T3	Complete	scaffold2849	86210	100062	1333.4	627
EOG090C03T7	Complete	scaffold2011	470789	481266	990.3	543
EOG090C03TA	Complete	scaffold3354	493302	495882	886.0	541
EOG090C03TB	Complete	scaffold3652	190286	213216	707.7	534
EOG090C03TD	Complete	scaffold3660	523105	529318	1047.1	543
EOG090C03TE	Complete	scaffold2385	338433	361448	1176.9	565
EOG090C03TK	Complete	scaffold2449	574215	582056	1033.6	487
EOG090C03TL	Complete	scaffold4252	63079	91608	1024.1	540
EOG090C03TM	Complete	scaffold1962	40279	55182	737.6	558
EOG090C03TQ	Duplicated	scaffold1889	1047094	1118411	680.6	526
EOG090C03TQ	Duplicated	scaffold1996	479017	510900	679.2	492
EOG090C03TR	Complete	scaffold3439	70401	77990	1123.0	564
EOG090C03TW	Complete	scaffold2789	65128	91991	1144.7	586
EOG090C03TZ	Complete	scaffold6400	195296	207707	1738.0	943
EOG090C03U0	Complete	scaffold3264	468110	484078	1348.9	692
EOG090C03U1	Complete	scaffold3046	65229	75534	923.9	509
EOG090C03U5	Complete	scaffold3338	247458	259652	1212.8	570
EOG090C03UE	Complete	scaffold2954	225374	248516	1516.6	789
EOG090C03UH	Complete	scaffold3256	134760	139494	809.5	460
EOG090C03UK	Complete	scaffold6233	330410	335342	799.2	486
EOG090C03V3	Complete	scaffold0205	182140	186558	1119.6	540
EOG090C03V6	Complete	scaffold3056	406246	434662	1252.0	556
EOG090C03V7	Complete	scaffold2415	306247	307779	565.5	394
EOG090C03VB	Complete	scaffold4023	71958	85819	1049.2	718
EOG090C03VD	Complete	scaffold3129	52963	63605	1176.4	583
EOG090C03VE	Complete	scaffold3167	256583	261308	855.6	520
EOG090C03VG	Complete	scaffold5841	26812	50008	1187.1	635
EOG090C03VH	Duplicated	scaffold1404	22350	26822	1115.5	580
EOG090C03VH	Duplicated	scaffold3387	123746	128062	1246.0	612
EOG090C03VI	Complete	scaffold3218	537802	550745	1097.8	612
EOG090C03VK	Complete	scaffold4428	39372	50658	1366.7	776
EOG090C03VL	Missing
EOG090C03VP	Complete	scaffold2938	485645	513977	2613.7	1234
EOG090C03VQ	Complete	scaffold6115	152709	176905	1126.3	521
EOG090C03VT	Complete	scaffold5948	919239	926128	1138.1	947
EOG090C03VU	Complete	scaffold2853	211432	219530	1232.9	583
EOG090C03VV	Complete	scaffold3138	342040	349687	1199.7	601
EOG090C03VY	Complete	scaffold2899	704740	711587	1028.9	540
EOG090C03VZ	Complete	scaffold1655	22047	31094	1329.1	649
EOG090C03W3	Complete	scaffold5842	9182	36046	738.9	338
EOG090C03W4	Complete	scaffold3718	197657	232556	1178.4	830
EOG090C03W5	Complete	scaffold5858	83812	96234	1196.3	582
EOG090C03WB	Complete	scaffold0580	556507	566610	1048.1	559
EOG090C03WC	Complete	scaffold2447	108170	115554	1042.1	528
EOG090C03WJ	Complete	scaffold5154	3055	21948	1000.9	573
EOG090C03WK	Complete	scaffold2114	78949	91203	1138.6	551
EOG090C03WM	Complete	scaffold1977	411461	441057	1142.1	692
EOG090C03WO	Complete	scaffold2256	506191	530471	1095.5	555
EOG090C03WP	Complete	scaffold3420	52487	69790	1078.6	520
EOG090C03WQ	Complete	scaffold6230	303773	307112	1163.8	564
EOG090C03WV	Complete	scaffold0331	35528	45483	1268.3	622
EOG090C03WY	Complete	scaffold1655	99393	113989	1182.5	639
EOG090C03X0	Complete	scaffold1884	550491	556205	1212.8	556
EOG090C03X2	Complete	scaffold6322	267995	326724	1661.9	1076
EOG090C03X3	Missing
EOG090C03X5	Complete	scaffold3532	47037	77813	1253.9	660
EOG090C03X6	Complete	scaffold0101	924458	974720	1167.2	551
EOG090C03X7	Complete	scaffold6305	316389	337753	1254.9	773
EOG090C03XA	Complete	scaffold2001	59228	70192	1217.4	573
EOG090C03XX	Complete	scaffold2959	376486	390781	1180.8	570
EOG090C03XZ	Complete	scaffold3354	205167	262432	1216.7	567
EOG090C03Y0	Complete	scaffold2055	386521	407310	1165.0	616
EOG090C03Y1	Complete	scaffold2934	489150	520963	1200.1	580
EOG090C03YB	Complete	scaffold3167	334589	342545	1193.4	708
EOG090C03YJ	Complete	scaffold3257	482026	500343	1264.8	610
EOG090C03YN	Complete	scaffold5767	549267	562034	854.5	535
EOG090C03YX	Complete	scaffold0019	480984	493484	1098.0	552
EOG090C03Z6	Complete	scaffold6277	360031	379339	586.6	528
EOG090C03ZB	Complete	scaffold6274	601121	610439	960.8	453
EOG090C03ZE	Complete	scaffold0347	43733	67493	1175.0	623
EOG090C03ZG	Complete	scaffold5101	40548	47750	1212.7	538
EOG090C03ZH	Complete	scaffold1950	34656	64745	1232.6	623
EOG090C03ZK	Complete	scaffold2008	53860	61980	1186.4	544
EOG090C03ZN	Complete	scaffold6295	69628	79922	1328.2	618
EOG090C03ZT	Complete	scaffold2426	45206	48367	1167.5	564
EOG090C03ZU	Complete	scaffold2008	38407	52271	1176.6	514
EOG090C03ZX	Complete	scaffold3306	102748	120012	1099.1	518
EOG090C03ZZ	Complete	scaffold3273	176631	205527	827.3	421
EOG090C0402	Complete	scaffold0332	671225	679545	1226.3	559
EOG090C0403	Complete	scaffold2869	915522	924748	1049.0	520
EOG090C0405	Complete	scaffold3365	21476	30289	978.1	545
EOG090C0406	Complete	scaffold2464	70638	81600	1172.1	583
EOG090C0408	Complete	scaffold4788	3358	20512	1265.4	701
EOG090C040C	Complete	scaffold5992	152839	158003	1001.6	624
EOG090C040D	Complete	scaffold6266	107966	121090	1304.1	594
EOG090C040I	Complete	scaffold2975	413511	422896	874.0	463
EOG090C040K	Complete	scaffold2062	38115	61677	1252.4	605
EOG090C040M	Complete	scaffold3536	28213	37896	700.4	496
EOG090C040Y	Complete	scaffold1920	288717	333278	1409.9	739
EOG090C040Z	Complete	scaffold3795	24198	40681	1211.7	622
EOG090C0414	Complete	scaffold2933	266432	268384	1250.1	573
EOG090C0418	Complete	scaffold3691	120177	149298	1002.6	497
EOG090C041B	Complete	scaffold5014	11757	17904	889.7	495
EOG090C041F	Complete	scaffold5792	139241	143249	489.7	274
EOG090C041G	Complete	scaffold3147	246347	254407	1100.5	609
EOG090C041J	Complete	scaffold3082	145	26027	1107.1	537
EOG090C041Q	Complete	scaffold0074	163893	173358	745.9	345
EOG090C041X	Complete	scaffold1971	193215	225627	1162.3	591
EOG090C041Y	Complete	scaffold2120	34608	44033	1331.1	657
EOG090C0427	Complete	scaffold3517	17612	50525	1084.4	538
EOG090C0428	Complete	scaffold4603	101125	112035	874.4	488
EOG090C042A	Complete	scaffold2938	685160	687296	1044.1	551
EOG090C042D	Complete	scaffold4212	115302	124996	1143.7	518
EOG090C042G	Complete	scaffold2054	118730	188613	887.4	502
EOG090C042H	Complete	scaffold1891	26605	31777	1192.9	534
EOG090C042K	Complete	scaffold3153	139777	147285	1114.6	531
EOG090C042L	Complete	scaffold2012	362696	377810	1098.3	533
EOG090C042P	Complete	scaffold2997	328877	341131	1153.1	575
EOG090C042R	Complete	scaffold6364	456087	464563	1292.4	616
EOG090C042U	Complete	scaffold1924	242373	261951	1135.1	555
EOG090C042X	Complete	scaffold3156	371646	376168	1142.6	527
EOG090C0432	Complete	scaffold3009	393460	402081	1072.7	567
EOG090C0434	Complete	scaffold1959	441474	513011	817.5	479
EOG090C0436	Complete	scaffold1916	266846	293943	1170.2	551
EOG090C043A	Complete	scaffold6353	2878629	2883543	1261.8	601
EOG090C043C	Complete	scaffold2165	403486	419102	1042.8	525
EOG090C043F	Complete	scaffold4349	116628	118631	1087.6	569
EOG090C043L	Complete	scaffold2390	847306	856124	1104.8	554
EOG090C043P	Complete	scaffold0032	89318	97490	974.5	542
EOG090C043Q	Complete	scaffold6180	165927	179366	1058.7	491
EOG090C043T	Complete	scaffold6236	66007	70022	793.7	491
EOG090C043W	Duplicated	scaffold1896	686150	718598	861.4	580
EOG090C043W	Duplicated	scaffold2193	1	13184	754.2	370
EOG090C0446	Complete	scaffold5796	224684	258659	819.8	528
EOG090C0447	Complete	scaffold2527	14650	31346	1084.8	512
EOG090C044A	Complete	scaffold4151	147577	166815	730.9	414
EOG090C044B	Complete	scaffold6355	368454	391570	1439.7	669
EOG090C044D	Complete	scaffold2785	1262121	1274354	1004.0	540
EOG090C044F	Complete	scaffold3318	507986	556408	1175.6	570
EOG090C044H	Complete	scaffold3257	465253	474182	975.4	524
EOG090C044M	Complete	scaffold5948	863282	871580	1030.9	513
EOG090C044P	Complete	scaffold1901	112581	120538	875.7	535
EOG090C044Q	Complete	scaffold2985	23177	27359	1049.9	504
EOG090C044S	Complete	scaffold2856	25960	31968	1242.9	545
EOG090C044T	Complete	scaffold0110	28296	33993	863.8	382
EOG090C044V	Complete	scaffold2974	551259	558250	1108.0	540
EOG090C044Z	Complete	scaffold2881	78347	86387	1344.2	572
EOG090C0450	Duplicated	scaffold0503	116853	132491	484.3	518
EOG090C0450	Duplicated	scaffold2618	2439	4355	480.5	517
EOG090C0450	Duplicated	scaffold3723	176102	178021	476.8	496
EOG090C0452	Complete	scaffold3038	153344	172029	973.5	569
EOG090C0457	Complete	scaffold2398	402045	414290	1156.4	604
EOG090C045C	Complete	scaffold2114	269174	280347	1109.4	588
EOG090C045G	Complete	scaffold1399	3245	11999	977.3	522
EOG090C045Q	Complete	scaffold0284	52427	73598	1027.5	495
EOG090C045Y	Complete	scaffold3040	211791	217663	1210.6	599
EOG090C0461	Complete	scaffold2040	256656	284474	974.7	457
EOG090C0468	Complete	scaffold2385	432248	448819	1182.5	579
EOG090C046F	Complete	scaffold2275	17936	32319	1098.0	539
EOG090C046I	Complete	scaffold2388	416578	420261	1115.5	541
EOG090C046V	Complete	scaffold2921	591181	617823	877.6	446
EOG090C046Z	Complete	scaffold5792	155493	165650	935.4	453
EOG090C0472	Complete	scaffold6128	1628825	1646550	1172.7	608
EOG090C0476	Complete	scaffold3036	140791	155703	982.2	546
EOG090C047G	Complete	scaffold3255	370113	378437	1490.3	758
EOG090C047M	Complete	scaffold2376	981128	993804	885.5	458
EOG090C047U	Complete	scaffold3255	215931	226166	1173.9	550
EOG090C047Y	Complete	scaffold2955	401305	413453	1100.2	549
EOG090C0488	Complete	scaffold2413	1	26909	627.6	427
EOG090C048B	Complete	scaffold2988	311780	316819	957.5	464
EOG090C048I	Complete	scaffold2450	231424	236961	1207.6	543
EOG090C048M	Complete	scaffold2899	269461	280775	1274.2	545
EOG090C048O	Complete	scaffold6284	624286	656740	812.5	421
EOG090C048S	Complete	scaffold3874	149291	171629	688.8	412
EOG090C048V	Complete	scaffold3658	52724	149288	839.3	429
EOG090C0490	Complete	scaffold6267	134881	157369	1216.7	561
EOG090C049C	Complete	scaffold5692	9527	20001	771.9	559
EOG090C049D	Complete	scaffold5959	23138	36876	1038.5	502
EOG090C049F	Complete	scaffold2858	286353	303603	1042.4	500
EOG090C049V	Complete	scaffold2974	265321	275322	1401.1	682
EOG090C04A3	Complete	scaffold2973	59940	90704	821.3	446
EOG090C04A5	Duplicated	scaffold2031	100020	114691	1198.2	536
EOG090C04A5	Duplicated	scaffold5747	65352	77461	1136.0	525
EOG090C04AA	Complete	scaffold2983	315896	327419	960.6	555
EOG090C04AC	Complete	scaffold2970	502924	546784	1058.9	496
EOG090C04AG	Complete	scaffold6367	181937	193004	1178.7	581
EOG090C04AJ	Complete	scaffold3838	77940	97378	1013.9	551
EOG090C04AS	Complete	scaffold3255	400982	412304	975.0	736
EOG090C04AT	Complete	scaffold0404	377641	399880	1165.1	607
EOG090C04AZ	Complete	scaffold5967	467906	485821	859.5	617
EOG090C04B1	Complete	scaffold4499	38012	42001	514.1	260
EOG090C04B3	Complete	scaffold2130	250625	258762	902.9	496
EOG090C04BM	Complete	scaffold3222	329824	340074	906.2	477
EOG090C04BP	Complete	scaffold3086	24459	31260	916.7	466
EOG090C04BQ	Complete	scaffold3141	96787	110744	1110.5	520
EOG090C04BS	Complete	scaffold1948	337479	365589	701.7	522
EOG090C04BT	Complete	scaffold2967	90229	104171	1223.8	713
EOG090C04BU	Complete	scaffold2842	749106	758701	1213.9	621
EOG090C04C3	Complete	scaffold3672	20734	80332	804.6	458
EOG090C04C6	Complete	scaffold3231	272925	287047	1193.0	538
EOG090C04C9	Complete	scaffold6162	137608	150400	1113.8	553
EOG090C04CA	Complete	scaffold3504	286688	297993	1203.9	592
EOG090C04CB	Complete	scaffold3673	128833	148308	891.6	481
EOG090C04CD	Duplicated	scaffold3181	272776	307544	1006.2	549
EOG090C04CD	Duplicated	scaffold3826	183468	233985	1111.3	552
EOG090C04CG	Complete	scaffold2823	975573	998029	881.1	584
EOG090C04CH	Complete	scaffold0183	288269	294093	1072.5	503
EOG090C04CL	Complete	scaffold2948	89998	101307	978.9	634
EOG090C04CM	Complete	scaffold3703	276083	278942	610.7	381
EOG090C04CN	Complete	scaffold3009	571547	584280	972.2	499
EOG090C04CQ	Complete	scaffold2392	437925	445635	1115.2	698
EOG090C04CU	Complete	scaffold2996	383257	390871	1057.9	467
EOG090C04CV	Complete	scaffold6358	327461	332441	620.6	419
EOG090C04CX	Complete	scaffold2998	73738	82884	883.2	470
EOG090C04CY	Complete	scaffold3271	25325	30364	875.8	559
EOG090C04D3	Complete	scaffold3387	940925	946837	1122.3	638
EOG090C04D6	Complete	scaffold2434	93962	100651	1273.4	706
EOG090C04D7	Complete	scaffold3576	565661	572140	1028.9	469
EOG090C04D8	Complete	scaffold3426	148720	152074	975.3	488
